6.251896837112929095e-01,2.319514361858744309e-02,-1.953773456511084528e-01,1.863545289797656768e+00,5.170770150899934858e-01,7.629543080585853010e-02,-6.555569878255210758e-01,5.838797637205234148e-01,-7.402073316504581557e-01,-1.703081924645097445e+00,3.194649644581912806e+00,-1.097972729030405326e+00,-1.088381316411981770e+00,2.115279618597496469e+00,-5.938668797322373960e-01,-2.232594002427384705e+00,-2.629037699896459301e+00,-1.956506440422486115e+00,-2.045638811735535967e+00,-3.677101938596132880e-01,4.362213071472579862e-01,8.517256839407423286e-01,-2.244880386325406985e+00,6.758122419162547745e-01,-1.727731176119014167e+00,2.887747640204880728e+00,-1.393151466591263432e+00,-1.723603665557998266e+00,7.745790104048190239e-01,-1.048497432923897410e+00,3.200083292977410482e-02,1.129312104635713965e+00
-4.805183052259802134e-01,-5.638669793077855097e-01,-1.696694903012778699e+00,1.554196284540344974e+00,5.738444200879752599e-02,-1.199404183170217353e+00,-1.564805346451855650e+00,-1.177657690277328806e+00,-1.139730547878963218e+00,-1.620628662884363136e+00,1.248624055080573170e+00,-2.226728808075999044e+00,-3.812607471192380748e-01,1.519131708750492749e+00,-2.470894133601071740e-01,-2.179153481202071418e+00,-2.059863179523250487e+00,-1.895524856780691270e+00,-2.032484984023603669e+00,-9.380368411701103804e-02,-3.019359028113749455e-01,-1.182149729240637104e+00,-2.289155412699748648e+00,-1.560513333753764664e+00,-1.495993957893317017e+00,2.066333294380359398e+00,-1.142054597650642433e+00,-2.181804199026553981e+00,5.291732902351174994e-01,-1.498723078340850279e+00,3.766553266659498217e-02,1.881662859454236170e-01
-8.187980373663097389e-01,-7.171913875010131889e-01,-1.041574514345840585e+00,1.500619035457522843e+00,-7.262525617672678235e-01,-2.255325619586620700e+00,-2.040795675184448932e+00,-9.486213505028570081e-01,-1.434313332077482794e+00,-1.486935299723086246e+00,1.636431668069161738e+00,-2.454873674947411377e+00,-7.289328211204791907e-01,8.595513119444473382e-01,-5.579329046995625818e-01,-2.328023504615447603e+00,-1.668941764755293988e+00,-1.565595868947680103e+00,-2.151983331668176902e+00,-2.391228617971828119e-01,-2.218596768789706242e-01,-1.266894538123255920e+00,-2.099641748405878250e+00,-1.680821988141084411e+00,-2.042893792905957628e+00,1.369226617657197220e+00,-9.863284660874722665e-01,-2.210966046405108631e+00,4.901465045477607085e-01,-1.930903607709006042e+00,1.693698015469826956e-01,6.151244635072867367e-02
-6.300387729119431013e-01,-1.286536023258381123e+00,-1.294470252618047157e+00,1.558947408395525036e+00,-1.025515512028234433e+00,-1.367055485283018346e+00,-2.032486617076873614e+00,-2.359828028606580363e-01,-1.638947174536002693e+00,-2.159010573374594788e+00,1.950870273195055571e+00,-2.083857760297544104e+00,-1.271183492349499122e+00,7.050814594421794812e-01,-2.034731634700477798e+00,-2.674873041414369546e+00,-2.723458899400217792e+00,-1.694192529108333067e+00,-2.290843851611022330e+00,-1.540178783074472202e+00,-7.620102190774854511e-01,-1.698683308303288453e-01,-2.430256197687097774e+00,-1.510974476064876226e+00,-2.572578863136108396e+00,1.885237589394540336e+00,-2.100369253424026805e+00,-2.523357342980891094e+00,5.086676909756618903e-01,-1.778121625162712549e+00,-1.307700654821195352e+00,-7.570216765617671095e-01
7.281894600288057670e-03,-2.636918601562573405e-01,-6.931403860597672439e-01,1.688437448227232629e+00,-3.375192449334799005e-01,9.742794787887765207e-02,-1.997458002113035036e-01,-4.081247652389166647e-01,-7.124730746139236182e-01,-1.886030737392115020e+00,1.894970076728220931e+00,-1.164546149199424674e+00,1.833463893453311094e-02,1.228399476854662886e+00,-1.819712076781458743e+00,-2.102296028285993490e+00,-2.426517463577623879e+00,-1.830120944554171514e+00,-2.003482677717264515e+00,-5.886325258126109405e-01,-1.592546275136586531e-01,1.420726543580825396e+00,-1.946954975208415650e+00,-9.400981160309800355e-01,-2.009258790946340412e+00,2.292591138140416263e+00,-1.520312449761193285e+00,-1.159941108692999601e+00,5.989112268871212841e-01,-1.293911011187233173e+00,3.237328693745009645e-01,1.504396103214283853e-01
1.683674813337529830e-01,8.452490689585601125e-02,-8.007214302771444858e-01,1.635456281104104015e+00,7.589555233421073355e-02,-1.317041861543475800e+00,-2.828363812868067706e-01,-1.265705386372104613e-01,-1.072268841573963627e+00,-1.450706382958197427e+00,2.405059369488017573e+00,-1.230371553411496954e+00,4.697275434494990048e-02,6.833499592803142786e-01,-1.386459353420158358e+00,-1.937019471227204415e+00,-2.058980738406402278e+00,-1.573393132504931069e+00,-2.017783165379180232e+00,3.908001408121784537e-01,6.924652301309026647e-01,1.100372540772023289e+00,-1.963506386937132975e+00,-1.812925608644787134e+00,-2.183392757784497373e+00,1.777474466180780643e+00,-1.108882167258484097e+00,-1.071257134473280193e+00,6.753583688267722485e-01,-1.452933596367068647e+00,5.234135350963950994e-01,-6.918353706080829224e-02
-1.975859285274299548e-01,-5.648891420291164422e-01,-1.873320497996529665e+00,1.499286616959389251e+00,-1.030451808114871276e-01,-2.057384376335779752e+00,-1.492397840086077787e+00,-6.327846144444584375e-01,-1.645693345166481691e+00,-1.480043145238931324e+00,1.790157208352948004e+00,-2.014292276300683859e+00,-1.257533549490338798e+00,1.378481915658820792e-02,-2.251211923311886576e+00,-2.409138581475299468e+00,-2.871709007032317018e+00,-1.727476370561686680e+00,-2.100522871198613473e+00,3.464917348244087592e-01,9.909311631516912744e-01,-1.950123950042562948e-01,-2.528323312179781901e+00,-2.622060284230032678e+00,-2.618264200443466194e+00,1.479225490315261737e+00,-2.065353910232309076e+00,-1.272993201955086473e+00,6.368040623850247384e-01,-1.906768264993770057e+00,-6.251043365379305161e-01,-7.785797769182773997e-01
9.443332742274634928e-02,-7.993051261111107086e-01,-1.377965988428524469e+00,1.599200472497019687e+00,-4.547562769944485939e-01,-5.379563987839245387e-01,-8.312342163851778043e-01,-2.972536708258013416e-01,-9.995601136674708842e-01,-2.266975632100251214e+00,2.450478279117313640e+00,-1.273756478914896295e+00,-5.996598328659813459e-01,1.122091327413991646e+00,-2.479085911323904323e+00,-2.317049111863819011e+00,-2.883180741551457871e+00,-2.125835074389682333e+00,-2.078416905448600360e+00,3.416394995956853475e-02,7.536143481156521995e-01,7.241428397989378984e-01,-2.649562403092670326e+00,-2.037029964856463593e+00,-2.367193477154364345e+00,2.232225903145151236e+00,-2.096222699625001962e+00,-6.877588675771942883e-01,6.938795552546845880e-01,-1.520903533484121883e+00,-1.345937378044516297e+00,-8.872056550895598970e-02
3.236705085434911089e-01,2.429601286954571060e-01,-6.289128969748219999e-01,1.544921950520444121e+00,6.589955275849201932e-01,-4.280673100041155199e-01,-4.068668786674745769e-02,-1.080645482665849810e+00,-3.136994328999115900e-01,-1.419998406696317828e+00,2.590228770284381810e+00,-1.053091771613059002e+00,3.809948854870146007e-01,1.191984530637453243e+00,-1.197440801825581991e+00,-1.837405752404735804e+00,-2.009564035862359876e+00,-1.688140921571371411e+00,-1.700428643365173187e+00,9.850905092355790593e-01,2.673332669989277321e-01,-2.862760353392767021e-01,-1.647374422918541192e+00,-8.811232854489651212e-01,-1.592264219407651948e+00,2.125804229597916706e+00,-1.180755766441491827e+00,-6.896843484588907613e-02,8.004708730642335901e-01,-1.292482439500049374e+00,3.931254411502030921e-01,4.062803663033928703e-02
-1.595862516569762635e-01,2.940682647598663046e-01,-6.933089832181103807e-02,1.486593577582442149e+00,-2.696451737402612570e-01,-1.307180020242697083e+00,-1.258557204773544047e+00,-9.303859731322904336e-01,-1.099253524095963552e+00,-1.163364884752189354e+00,1.419818406760219309e+00,-8.114826175164956412e-01,-7.721496107967004696e-02,8.671867038932203897e-01,-1.055165632387310648e+00,-1.733754631566621462e+00,-1.204336516729740403e+00,-1.411047122618843019e+00,-1.814611403098763232e+00,8.503061973147431063e-01,7.856448384886139946e-01,5.922203164345293119e-02,-1.659374196421872449e+00,-1.296306092746359440e+00,-1.990190128418051652e+00,1.421543154653095220e+00,-8.928006415095808279e-01,-1.298959230442838342e+00,7.620110624716035508e-01,-1.494662927229872817e+00,1.084742793764545410e-01,-2.268271459180561389e-01
