1.106712044402315132e-01,2.001865856988989112e+00,3.741249296703746396e-01,-1.366045937378487674e+00,-6.541040955219774578e-01,-1.944798705553446305e-01,-1.597811035944159741e+00,2.164843940756787433e+00,2.837400222273887884e+00,2.480535890788697184e+00,1.527018851461459104e+00,-5.159241004169354827e-01,1.675785670824826656e+00,1.907995405834918889e+00,-1.339405746935727226e+00,-7.441014386883343379e-01,1.871924859450383671e+00,-1.330992344405935057e+00,2.050956765749968547e+00,-9.404358773724859066e-01,-1.168065505332601228e+00,2.146091344484900798e+00,3.273387337770086614e+00,2.525834759877897628e+00,1.305242739174058419e+00,1.507781913431824050e-01,-1.473807846901961538e+00,2.809007506884390271e+00,3.860271949823586568e-01,2.687199550485062538e+00,-1.373117373053380497e-01,6.150692704986870929e-02,1.657616568538743618e+00,-4.689378141379848541e-01,-1.010854328607196484e+00,4.268477915509945042e-01,8.658405608951381671e-01,-1.308927573412588030e+00,-8.726498674160232394e-01,7.265969672559056958e-02,1.567208021364337789e+00,-3.964572498968566561e-01,-1.138339830880208847e+00,-1.274406084856635868e+00,-1.342791922726898957e+00,-1.605266473646298486e+00,-7.205319532098354296e-01,4.089588394547250871e+00,-6.371085545320461785e-01,-6.075346693254247699e-01
1.385294480009790830e+00,4.039604917049409161e-01,8.931360082451311744e-02,-1.139199694267225782e+00,-1.151413464847524271e+00,1.463536491492928027e-01,-2.003017959435831052e+00,1.728931718949529905e+00,1.959477393921422506e+00,9.123679724478162001e-01,6.782292390392172798e-01,-1.236790684597284029e+00,3.972106422199224163e-01,4.070216731847617342e-01,-1.663928697120449218e+00,-2.651896553545511903e+00,6.173348451755038963e-02,-1.349888881920397354e+00,1.635763076729907395e+00,-8.874676992694247035e-01,-8.848671203781981465e-01,1.829290158503164676e+00,1.936447974066800137e+00,1.947230440010036423e+00,-5.085375380677550350e-01,-7.604181511468290910e-01,-1.635583200029119055e+00,1.144596944364962843e+00,-4.146950276447193828e-01,-5.647713921887973498e-01,-1.275049656243890217e+00,-9.516504937811666176e-01,1.384985486881426420e+00,-8.970876996361006883e-01,-1.465079006696132113e+00,-7.966397443920867349e-01,4.352441341790088125e-01,-1.228186535221813092e+00,-1.016414998566085748e+00,-4.775674324464577736e-01,1.390053599552311669e-01,-1.192235612825611080e+00,-1.478408506407118628e+00,-1.313686914472981471e+00,-1.606409377928224025e+00,-1.531652397188270953e+00,-1.586718745761038329e+00,2.048939450499694670e-01,-1.179789345367721287e+00,-4.265229707682897109e-01
1.467211556684620000e-01,5.077560538943388657e-01,3.935163392939212135e-01,-1.023196224743457172e+00,-1.228163572239494572e+00,-2.440196263263657572e-01,-1.306992669801815943e+00,1.541760369472964021e+00,1.380569865522698780e+00,1.012506409123472118e+00,6.748386014396560162e-01,-1.185407587791263095e+00,8.154112244927687048e-01,1.064751735806731103e+00,-1.875955933903516559e+00,-1.007880184472438101e+00,7.541676426927489407e-01,-2.061331248861054011e+00,1.714366641335503205e+00,-5.188091796720429860e-01,-1.047484942988725409e+00,2.061975167517317686e+00,2.637525933081919849e+00,1.089534624676553154e+00,-4.878704811919868378e-01,-3.198325270925279212e-02,-1.726868567991161507e+00,1.072440417088100784e+00,-6.766597054177559967e-01,1.686593106585410951e+00,-1.084544702375097813e+00,-3.820065041258234873e-01,1.060360086168423921e+00,-2.088650601310519050e+00,-1.262909641303942010e+00,-1.050741470470751282e-01,7.479499502312335346e-02,-1.144783704563236970e+00,-1.086282165106279951e+00,7.734137696020443320e-01,4.793459177599889709e-01,-1.045912551008821856e+00,-2.196380723193577023e+00,-1.565613004416236631e+00,-1.562324790583736522e+00,-2.756322941898676770e+00,-1.096459506648493454e+00,1.223441879979130897e+00,-1.232294201665174338e+00,-1.047454362312655318e-02
4.280395250744765123e-01,2.264154511178373130e-01,2.735319922482186139e-01,-1.467913587598579372e+00,-1.489740468861139089e+00,-1.163477493436587684e+00,-3.308123541173468296e-01,1.389067952794705851e+00,2.162877336331806344e+00,6.740384931597029894e-01,1.139355952578862352e+00,-1.422371124657363817e+00,1.921058980478849709e-01,-3.422605593260018564e-01,-1.719967453982246486e+00,-1.793082032387937952e+00,7.634137961401964434e-01,-1.145462703354828138e+00,1.615437813416089607e+00,-7.974217964941923142e-01,-1.307820958324424687e+00,1.771392010720292731e+00,2.454919580966380632e+00,-2.378517561967428695e-01,-7.860665875426537941e-01,4.941086183845655455e-01,-1.600555872483885311e+00,1.032153022691855826e+00,-2.762985941042169213e-01,5.394890341590212746e-01,-2.034592907319873467e-01,8.412816851631713111e-02,1.622350856483569359e+00,-1.030612409689763309e+00,-5.543791566548851302e-01,5.066696209244954119e-01,-5.381843793497194106e-01,-1.417173800437565800e+00,-1.554526540861316697e+00,4.635401724326513456e-02,4.534281999311742806e-01,-1.360468010101594238e+00,-1.848299958452701341e+00,-1.447770515567218252e+00,-1.660703578731353769e+00,-2.351445521379652348e+00,-6.689584210852014268e-01,-4.342646233956947918e-03,-1.292243776392868915e+00,-7.835337362302080555e-01
1.740643999259472663e+00,5.296077511973455998e-01,7.104446903287776616e-01,-1.451982743621424321e+00,-4.457823754580622633e-01,-1.092714906291852861e-01,-7.350498830551939200e-01,1.699378347979548343e+00,1.879508185794278585e+00,1.505187517567734057e+00,9.664334350014970321e-01,-1.166822212350783206e+00,6.262886681782742215e-01,-5.073917625909542956e-02,-1.387498709914133599e+00,-2.247026850714071600e+00,8.456018267841328706e-01,-1.492717256380368784e+00,1.722082713519460295e+00,-3.079958308218120333e-01,-1.253983765351325053e+00,1.758282996127937370e+00,1.933187146350440644e+00,1.079323960208277144e+00,-2.260877607653158650e-01,-6.416232125127506736e-01,-1.621317768351997701e+00,1.252230430886273282e+00,-5.778051100317121991e-01,-7.195613393113842182e-01,3.431840907859246559e-01,1.108623629766948421e-01,1.171130591982754154e+00,-9.014417662682744359e-01,-9.699703567560861162e-01,4.208108464723351871e-01,4.147395424306216660e-01,-6.319450224285023676e-01,-6.012427973944594051e-01,-1.399778790899106895e-01,7.412512768722488987e-01,-2.265010574059938886e+00,-1.337751829094916634e+00,-1.464767028381975367e+00,-1.719343409878423268e+00,-7.520124056103728583e-01,-7.366875174898530609e-01,-8.290506446841493932e-03,-1.773407683357629994e+00,-4.055033353723647149e-02
2.754709814835584192e-01,7.345356999661634134e-02,-2.579138277471332286e-01,-1.593565314742307004e+00,-3.572848026489418571e-01,5.486164660100228962e-01,-1.155767119407795418e+00,1.824980174601988026e+00,6.139085441297611467e-01,1.691445009784450892e+00,1.186259772706057314e+00,-1.373721171298467159e+00,6.875537216322732403e-01,7.815664187377699412e-02,-8.191653474127911227e-01,-7.134294915041425877e-01,6.082838882997710916e-01,-1.564499557977525157e+00,1.713927515276259639e+00,-1.819315669364980070e-01,-1.136353186184061226e+00,2.135167165657925192e+00,1.520692440232248144e+00,1.773649144049704196e+00,1.535532801504273737e+00,7.186441067918702963e-01,-1.609697804051622105e+00,7.050434323701220141e-01,-5.728623802623894479e-01,-2.717761351352913080e-01,-6.627879017267223061e-01,-5.931380911460968353e-01,1.094269424683000036e+00,-1.612504387969544706e-01,-1.403565507764191311e+00,1.571975780372250886e-01,1.299674554729456366e+00,-8.928006842755725758e-01,-7.174641417353981865e-01,-4.921816988255243719e-01,3.545316450580460743e-01,-2.095213224251155193e+00,-1.021274305142573224e+00,-1.547105690462384997e+00,-1.366980853075067781e+00,-1.538344585957210242e+00,-1.166674074480833045e+00,9.984138478435965469e-01,-1.727955718204609914e+00,-2.666757169655363247e-01
5.542143543732831468e-01,2.332441065249980516e-01,-4.051673445759506054e-01,-1.496185226205921870e+00,-2.413764771998341552e-01,7.784809327875720220e-01,-7.059680464409660017e-01,2.158686988471367307e+00,1.305816040534263367e+00,7.801852360359361471e-01,1.236554230432813650e+00,-1.472250992567481820e+00,1.260248786528203491e+00,8.226203391272236543e-01,-2.273245628072959601e+00,-1.302330877440801560e+00,5.836274791065777512e-01,-1.374797954098548214e+00,1.844034293402357028e+00,-3.959230064729031828e-01,-1.060391119386389525e+00,2.259702804285239619e+00,1.797862796121975970e+00,2.284182367462490149e+00,-9.814883724849909896e-02,1.877873837638785792e+00,-1.620648029775602073e+00,1.899233958802057032e+00,1.241119445071781291e+00,7.053354060760829158e-01,-7.133352161669553534e-03,-1.420842461482484109e-01,1.620542358429464702e+00,1.870748917777810272e-01,-1.038610419588675615e+00,8.970587360116011322e-01,1.312624823202113378e+00,-1.205117667167313167e+00,1.424394464517474701e-01,-3.518847415864460593e-01,1.740447503693804965e+00,-1.233706854944805142e+00,-1.143236107622099151e+00,-1.452302918984484492e+00,-1.505046241231152715e+00,-1.571805529801754364e+00,-1.017545788819222974e+00,1.716924406592068797e+00,-1.538311311876478626e+00,5.353453474106800725e-01
7.157953857712370249e-01,-8.443177167306517017e-01,-1.010542913761091732e+00,-2.038282677597428982e+00,-9.845994559241587618e-01,-7.473435449599747926e-01,-8.571935968349866375e-01,1.916103068426095568e+00,5.669700958812077252e-01,1.094619927197498788e+00,1.516281832396203288e+00,-1.553562010119578396e+00,2.240702737629707564e-01,-1.121658637194840047e+00,-1.093504336228741325e+00,-1.498631339419642439e+00,2.620668092121469783e-01,-6.379556958235224062e-01,1.496873777418825657e+00,-1.555926106930199060e+00,-2.078135315316290033e+00,1.850046098274375383e+00,1.359281468272946602e+00,1.695367383126418215e+00,-3.569791209786239428e-01,1.005840661731389973e+00,-1.661870439152449030e+00,1.994841357443886576e+00,6.133927643703004362e-01,1.147592397854953372e+00,-3.632717798108032192e-01,-5.951945676430615562e-01,1.488069875965784439e+00,-1.063993587203150959e+00,-1.131630832607716908e+00,5.985653404553149537e-01,5.701427641026030058e-01,-2.109239842072661908e+00,-1.162195528750917584e+00,-4.329939199902921310e-01,1.834569742124781966e+00,-2.050612077066360062e+00,-1.562090327086496089e+00,-1.833780206604719520e+00,-1.533109588994393979e+00,-1.685572738873214460e+00,-1.341899810133224014e+00,2.368321341721224993e+00,-1.807888484508207938e+00,-1.827197063790379425e-02
1.956299957499772368e+00,-1.749797423724949619e+00,-1.702573844701444239e+00,-1.988919499076679420e+00,-1.438051621025714377e+00,-1.169422264129098110e+00,-1.192604112452488430e+00,1.837909774401338181e+00,-2.813988946851248008e-01,-2.232018994542681323e-01,1.326406126821044751e+00,-1.915566859691851587e+00,-8.573911045986674084e-01,-2.455188269653703070e+00,-1.121523714659645288e+00,-8.729236168619806113e-01,-4.930357223290764423e-01,-1.472961785342524532e+00,1.262662757103589994e+00,-1.340875303831723153e+00,-1.675831359606323678e+00,1.485178525454052822e+00,7.707020654718942376e-01,2.045933529869873979e+00,7.423114757002290398e-01,-1.084166994896889502e+00,-1.776630144216979179e+00,8.391343122262810983e-01,4.003611113116428699e-02,8.202945828778140935e-02,-7.315813572904517059e-01,-1.105886231052477964e+00,1.488069875965784439e+00,-5.864976132069545933e-01,-1.641742774970204266e+00,1.365243950006133147e-02,-3.212673824325766869e-01,-1.743687009824383294e+00,-1.459130986546802067e+00,-8.173491257598747284e-01,1.320989701990556986e+00,-2.343258200699938509e+00,-1.290569525945917118e+00,-1.691009498960710511e+00,-1.696515761324739913e+00,-4.475178166249810241e-01,-2.122959206285925049e+00,1.211598299340407525e+00,-1.656251324902855204e+00,-4.426747838703197213e-01
-2.543345517455912752e-01,-2.401251149571504317e+00,-1.263843201968680274e+00,-1.972315520846978920e+00,-1.420822005080572659e+00,-1.343802204443090398e+00,-1.499902186009570260e+00,1.460488599305508783e+00,7.324715874833666318e-02,1.352937038446219709e-01,6.946173207703998376e-01,-1.810887465666794816e+00,-8.520637086461699816e-01,-7.650870281544107643e-01,-1.351533537599849399e+00,-4.312475774095373970e-01,2.302189473376387019e-01,-2.038140043729667283e+00,1.257957835040205863e+00,-1.740255366728889808e+00,-1.755112157477679347e+00,9.116591370388331672e-01,1.890796386037925325e+00,1.368626120142207858e+00,6.153566977489641765e-01,-1.803463821131860323e+00,-1.896714270963816062e+00,9.281273625343985367e-01,-1.620721091354617949e+00,2.285270868145196921e-01,-6.723131494201569636e-01,-9.454810642903133111e-01,9.229142340559362001e-01,-9.261148105173147016e-01,-1.518715777106308451e+00,4.127615863674460872e-01,8.342850733823892195e-02,-2.076411068302788099e+00,-2.010006722729176243e+00,-8.210026923546482891e-01,1.659966169383268575e+00,-2.578001080619924057e+00,-1.630638201472782267e+00,-2.023763449845289664e+00,-1.619917481888883515e+00,-1.632035228721903319e+00,-1.679923924299543181e+00,5.483577835725976790e-01,-1.749506218923717160e+00,-4.048015669414325446e-01
