-1.409577275215015524e+00,-2.267970344919070513e-01,2.487756660867792569e+00,0.000000000000000000e+00,-7.120917618562176976e-01,3.282557290625039315e+00,3.612530380251406825e+00,3.102283994259291688e+00,2.088329323685270911e+00,1.143284085739397105e+00,-1.534940489955782805e+00,-2.438568936089702710e+00,-1.119000332434182399e+00
-1.566495104186125920e+00,-9.397235098427608735e-01,2.528062984230779797e+00,0.000000000000000000e+00,-2.975087079850492477e-01,2.907193392326006709e+00,3.599340025540948229e+00,2.654828755022686781e+00,1.615472073873328585e+00,1.072011254888221465e+00,-1.442232185750682127e+00,-2.721748989235507121e+00,-6.849989106756129154e-01
-1.606681377459216353e+00,-2.012865467476145476e+00,2.255995301530613339e+00,0.000000000000000000e+00,3.138966037845524193e-01,3.290717375370670439e+00,3.216819738937644502e+00,1.398262704145317059e+00,2.517759962318318889e-01,1.102556753824437408e+00,-6.820240912688567692e-01,-2.505199536829891827e+00,-6.126653403825178534e-01
-1.421605819596076792e+00,-3.858694649569561208e-01,1.646362160665428176e+00,0.000000000000000000e+00,-6.869655161670548127e-01,2.899033307580375585e+00,2.794728388202964542e+00,1.807806462688520188e+00,6.783096269966107927e-01,4.364612403552887987e-02,-1.757440420048024476e+00,-2.238677133869133584e+00,-1.987003175951321365e+00
-1.410397403240995828e+00,-4.589813826045796019e-01,1.463304275391860587e+00,0.000000000000000000e+00,-6.995286390116371988e-01,2.686871104193965909e+00,2.821109097623882178e+00,2.482730586085536650e+00,1.707406640905351214e+00,1.251007878654454009e-01,-8.303573779970178093e-01,-3.271451445342069331e+00,-9.743331918479922749e-01
-1.517424110631572454e+00,-1.473906696636746450e+00,1.382691628665884132e+00,0.000000000000000000e+00,-2.430685089918644404e-01,2.988794239782317952e+00,2.544111648704248108e+00,1.174535084527014606e+00,4.274494130798132674e-01,1.454644538229237505e-01,-7.191074129508970847e-01,-2.455226586274750211e+00,-2.059336746244416538e+00
-1.727103509274155790e+00,-1.087880319632578363e+00,1.008178707418127207e+00,0.000000000000000000e+00,-1.227179798484032247e+00,2.703191273685228158e+00,2.596873067546083380e+00,1.507507628774989117e+00,6.159509090485453253e-01,-2.007178674542175190e-01,-1.108482290612319732e+00,-1.938839430538282116e+00,-1.480668183899656931e+00
-1.523711758830762486e+00,-1.213930723467361583e-01,9.023746085902843994e-01,0.000000000000000000e+00,-1.474254547760789347e+00,2.278866866912408806e+00,2.623253776967000572e+00,2.291676676801677193e+00,1.753373924421337993e+00,-7.098095163911950500e-01,-1.609107133319863436e+00,-2.738406639420554178e+00,-9.019996215548972129e-01
-1.525762078895716689e+00,-1.176797146382876136e+00,8.368768331254285986e-01,0.000000000000000000e+00,-2.556316318364468820e-01,2.686871104193965909e+00,2.095639588548650956e+00,1.024385667570256953e+00,5.788920138108291091e-01,-1.178173833413212579e+00,-7.747323954739574470e-01,-2.571830137570080499e+00,-1.263667473020372523e+00
-1.797634519508556794e+00,-1.164403368741210310e+00,5.026702352406585694e-01,0.000000000000000000e+00,-1.239742921328612857e+00,2.678711019448334785e+00,2.122020297969568148e+00,1.146101474006963272e+00,2.859842072204760721e-01,-5.774456876675810868e-01,-1.757440420048024476e+00,-1.822235879242950274e+00,-1.480668183899656931e+00
-1.686643859992405847e+00,-5.110579895759791436e-01,4.774787831387898307e-01,0.000000000000000000e+00,-1.432377471612187092e+00,2.156465595727941498e+00,2.280304554495073077e+00,1.651172187192095908e+00,1.320069918565055733e+00,-1.269810330221866845e+00,-1.609107133319863436e+00,-2.388595985534559762e+00,-1.480668183899656931e+00
-1.453180748596361482e+00,-9.435894588319018172e-01,7.411493151383338196e-01,0.000000000000000000e+00,-9.231103485689443056e-02,2.303347121149302179e+00,2.174781716811403420e+00,1.122406798573587050e+00,6.968390746154811133e-01,-3.839908610715289106e-01,-6.449407695868165646e-01,-1.922181780353235059e+00,-1.553001754192751882e+00
-1.871992793864206917e+00,-1.856749350943972532e+00,6.269480656098689320e-01,0.000000000000000000e+00,-5.068940887280629637e-01,2.507349239790080730e+00,2.267114199784614481e+00,2.294916611895181924e-01,-5.503352843459241583e-01,-6.385366855400160802e-01,-8.488990388380379670e-01,-2.172046533128944468e+00,-1.914669605658226414e+00
-1.593696017047844915e+00,-7.575690898248880201e-01,3.599186733300781538e-01,0.000000000000000000e+00,-1.185302722335429992e+00,2.156465595727941498e+00,2.240733490363696845e+00,6.375389139158714746e-01,5.061995654599571459e-01,-1.147628334476993528e+00,-1.664732115842923799e+00,-1.472425225356955858e+00,-1.842336035365132352e+00
-1.505395566250510964e+00,-8.263602409552306405e-01,6.051154737882520340e-01,0.000000000000000000e+00,-5.655219953361065865e-01,2.140145426236679249e+00,2.346256328047366946e+00,1.492542570606546493e+00,1.056025289996355143e+00,-8.014460131998490944e-01,-1.423690524909662081e+00,-1.955497080723329395e+00,-1.263667473020372523e+00
-1.737628485607583873e+00,-1.956240685223398890e+00,5.127468160814040443e-01,0.000000000000000000e+00,-1.132495729311965710e-01,2.205426104201728243e+00,2.610063422256541976e+00,1.374540592771632611e-02,-2.399670367301088569e-01,-2.923543642628748107e-01,-7.932740563149776047e-01,-1.622344077022382258e+00,-1.842336035365132352e+00
-1.804605607729399708e+00,-1.487778631244850436e+00,-5.154171100041901599e-02,0.000000000000000000e+00,-5.697097029509674559e-01,2.442068561825031292e+00,2.056068524417274723e+00,-2.873016808942317479e-01,-5.756351070562977235e-01,-1.178173833413212579e+00,-1.590565472478843168e+00,-1.738947628317714100e+00,-6.849989106756129154e-01
-1.525625390891387045e+00,-8.508066830924629897e-01,-1.506280892677631100e-01,0.000000000000000000e+00,-1.356998734544702101e+00,1.797421866920171363e+00,1.765880720787182057e+00,4.138112942975689656e-01,1.324035933026683765e-01,-1.320719495115564079e+00,-1.479315507432722443e+00,-1.672317027577523874e+00,-1.842336035365132352e+00
-1.489129693735213644e+00,-8.387540185968964668e-01,5.426238782742121014e-02,0.000000000000000000e+00,-2.263176785324231000e-01,1.879022714376482606e+00,1.620786818972135723e+00,1.368332587808423817e+00,7.545654306588349680e-01,-8.829006770297656015e-01,-3.111908744484541689e-01,-1.922181780353235059e+00,-1.480668183899656931e+00
-1.751160598036276328e+00,-2.108490852766427448e+00,-4.314456029979693574e-02,0.000000000000000000e+00,-1.814673299680943409e-04,2.262546697421146558e+00,1.673548237813970774e+00,-1.014855419693311417e-01,-7.794590308637002751e-01,-1.045810004689598616e+00,-2.184825702433535466e-01,-1.972154730908376674e+00,-2.204003886830606884e+00
-1.647687778758287092e+00,-9.477965209671458391e-01,-4.495666542099213681e-01,0.000000000000000000e+00,-9.633542187478337793e-01,2.074864748271630255e+00,1.000840147580574602e+00,1.611512288869318132e-01,-5.285988169468783804e-01,-2.023265970648590706e+00,-9.786906647251788494e-01,-1.705632327947618432e+00,-2.565671738296081195e+00
-1.477784589375803037e+00,-3.823446291139107611e-01,-5.117055693945266048e-01,0.000000000000000000e+00,-9.717296339775554070e-01,1.927983222850269573e+00,1.066791921132868470e+00,1.328425766025896904e+00,1.088808158860487874e+00,-1.147628334476993528e+00,-1.034315647248239323e+00,-2.155388882943897411e+00,-1.408334613606561758e+00
-1.723549621161568401e+00,-1.804104222062403728e+00,-5.872799257001277695e-01,0.000000000000000000e+00,-5.738974105658282143e-01,2.450228646570662860e+00,1.238266532368831996e+00,1.237385834658132344e-01,-4.922525927714423433e-01,-1.290173996179345028e+00,-1.052857308089259369e+00,-2.371938335349512705e+00,-1.842336035365132352e+00
-1.671334803507418698e+00,-1.015450628277157152e+00,-8.677447591009159744e-01,0.000000000000000000e+00,-1.202053552794871250e+00,1.985103816069687666e+00,1.040411211711950834e+00,5.597206114399346788e-01,-2.381853590744449634e-01,-1.463265156817918911e+00,-1.034315647248239323e+00,-1.922181780353235059e+00,-1.191333902727277572e+00
-1.543804895467306704e+00,-3.712015996746166335e-01,-5.184232899550252904e-01,0.000000000000000000e+00,-1.331872488855539105e+00,1.723981104209491022e+00,1.066791921132868470e+00,9.842294281515884258e-01,1.124085376442540252e+00,-1.361446827030520890e+00,-1.219732255658440678e+00,-1.855551179613044610e+00,-1.697668894778942006e+00
-1.551186047701140769e+00,-1.346216675612979863e+00,-9.184803436340600868e-02,0.000000000000000000e+00,-5.445834572618063474e-01,2.066704663525999131e+00,1.383360434183878329e+00,1.127642074756208951e-01,-1.804590030310910531e-01,-1.351264994051783352e+00,-1.015773986407219054e+00,-2.072100632018659905e+00,-1.408334613606561758e+00
-1.557610383904660667e+00,-1.234900085602057107e+00,-1.875755523505033273e-01,0.000000000000000000e+00,-8.879754816803487882e-01,1.552619324551236968e+00,1.238266532368831996e+00,3.322517272795234566e-01,-1.744012990018435627e-01,-1.320719495115564079e+00,-5.522324653817158868e-01,-1.772262928687808659e+00,-2.059336746244416538e+00
-1.384973434435571749e+00,-4.550017292334017638e-01,6.098010838791990268e-02,0.000000000000000000e+00,-8.167844522277245556e-01,1.536299155059974719e+00,1.673548237813970774e+00,5.749350872445269101e-01,4.598759464128179819e-01,-1.412355991924218346e+00,-1.275357238181501041e+00,-1.922181780353235059e+00,-7.573324809687069781e-01
-1.269472070776521022e+00,-1.070369844799399672e+00,-7.001544254178912463e-02,0.000000000000000000e+00,4.520909550749419581e-01,1.732141188955122146e+00,1.713119301945347006e+00,-1.379005168458911079e-01,3.137783786487693405e-01,-1.605810818520270411e+00,-4.038991786535548467e-01,-1.622344077022382258e+00,-3.399677803775816992e-02
-1.433771051981465927e+00,-1.295277112461915348e+00,-5.100261392544018779e-01,0.000000000000000000e+00,-6.827778085521959417e-01,1.519978985568712471e+00,9.480787287387396622e-01,2.636618773408034300e-01,-2.488754250084038999e-01,-1.453083323839178043e+00,-4.966074828586555245e-01,-1.755605278502761379e+00,-1.408334613606561758e+00
-1.324010584504286436e+00,-9.243734182682189493e-01,-7.552229397125758137e-01,0.000000000000000000e+00,-1.373749565004143358e+00,1.103814663541524244e+00,5.259873780040595914e-01,4.040840064880769078e-01,2.372125630743939645e-02,-2.084356968521028808e+00,-9.230656822021184871e-01,-2.122073582573802852e+00,-2.276337457123701835e+00
