-8.638141914674899446e-01,1.370218757584118041e+00,1.504478483244793052e+00,9.188976337417575913e-01,-1.751025176842594400e+00,-3.677105185147888644e-02,-9.240510824123115974e-01,-1.003217255233189498e+00,1.626078469480035649e+00,-2.092454905076734484e+00,3.534518725474360967e-01,1.949416196860446870e+00,-1.630557629458460722e+00,-6.957061890213661615e-01,-1.330688634693784289e+00,-1.736396323743037540e+00,-1.151960068792831304e+00,-6.223680110300867652e-01,1.734981888828981855e+00,7.980829495898367210e-01,1.938363654207217124e+00,-1.639365664406142731e+00,-1.320503992615442934e+00,-4.516255125430929662e-01,1.697490807392016077e+00,-1.389775022986557751e+00,-1.164824599345371636e+00,1.586619154222940642e+00,-5.114983251168517819e-01,2.267264686729433709e+00,-8.642403806980879510e-01
-1.151344145028525556e+00,1.604717882228308801e+00,4.138129161435790127e-01,8.016913029073488017e-01,-1.910855353449271599e+00,-4.354673155403621099e-01,-1.088038178538442313e+00,-9.943713872878791049e-01,1.031004556759747892e+00,-9.071379115831292861e-01,1.336131128427187065e-01,1.496429508577916012e+00,-1.635581211301246896e+00,-2.488526382583229890e-01,-1.555403855863570772e+00,-2.085419063586447130e+00,-7.309270892503517691e-01,-8.402783629587408099e-01,1.811724191883590240e+00,-7.348100475813476029e-01,1.415799047059900229e-01,-1.783777191638300508e+00,-1.548928941437013540e+00,-6.304962778228795361e-01,1.702790657655138595e+00,-1.703955035081209601e+00,-8.493485986419120337e-01,1.000268801330997048e+00,-1.212902971955964304e+00,1.486458940115782168e+00,-1.466993178139776588e-01
-1.244783868704049334e+00,1.251299223984567499e+00,1.280478709072394805e+00,2.156596487353046598e-01,-2.201169838170906168e+00,-3.707639033497414638e-01,-1.410178837726936862e+00,-9.722567174246297128e-01,1.351943296204382250e+00,-1.277549472049893220e+00,-6.907822360499598080e-01,1.421611887390110907e+00,-1.886373874067904577e+00,-1.964395291187801318e+00,-1.638631715556082558e+00,-2.065755810637521783e+00,-1.310588691366936231e+00,-8.893138026049002276e-01,1.760515933650494969e+00,1.710856771490741335e-01,2.746749972616318036e-01,-2.030628422916930909e+00,-1.905584967447478739e+00,-1.015114762750908062e+00,1.619583008524132062e+00,-1.164690835217262910e+00,-1.634191332099310445e+00,4.158993617934527154e-01,-2.177841156624787722e+00,1.835032934139731342e+00,-1.034473336943552813e+00
-1.628983375617488516e+00,2.412302808020140021e-01,1.401811920082431939e+00,2.156596487353046598e-01,-2.015662026633979309e+00,-7.204704406656955440e-01,-1.667502462873468705e+00,-9.191815097528206469e-01,1.258336163866363933e+00,-1.388672940189912497e+00,-1.487697739979566336e+00,1.382162596218354134e+00,-1.775983883317505008e+00,-1.801903090910335292e+00,-1.572049427802077792e+00,-1.824880962013199825e+00,-1.678251293220935914e+00,-1.146385180704054152e+00,1.470366952238539637e+00,5.946758076943349236e-01,6.406865017896655745e-01,-1.904950082304374348e+00,-1.870004757350684388e+00,-1.353393671181595703e+00,1.664101750734350516e+00,-1.267854421278182819e+00,-1.634191332099310445e+00,3.941093148954369907e-01,-1.841329100626843296e+00,1.625888537725361793e+00,-1.554324515155510289e+00
-1.844255279197932085e+00,-4.639370644080327843e-01,1.373811948310918130e+00,3.563072457365952239e-01,-1.916357703791462974e+00,-6.425182345503545056e-01,-1.782876783468143378e+00,-1.166865812221245191e+00,9.975734380676266611e-01,-2.129496061123440143e+00,-1.835775776178687702e+00,1.471943741643723769e+00,-1.692257519271110011e+00,-1.955020741171785703e+00,-2.117191908788025323e+00,-1.682322378133496832e+00,-1.630810957497835778e+00,-1.310435095492797686e+00,1.274574793364666281e+00,4.730509187258941095e-01,1.123156212303870305e+00,-1.872463416900745026e+00,-1.825885296830623838e+00,-1.521142938102016062e+00,1.611103248103133101e+00,-1.693013442620207920e+00,-7.647086960141505907e-01,7.704828522247133549e-01,-1.411566715858369125e+00,1.528287819398658876e+00,-1.318194930685994359e+00
-1.751266229430815446e+00,-3.242747296780553179e-01,1.531145123027235266e+00,1.434605489413156354e+00,-1.985530108093378931e+00,-1.610604525516693197e+00,-1.568980571129714008e+00,-1.151385543316978843e+00,9.975734380676266611e-01,-9.935672756920440607e-01,-2.486132106971805644e+00,1.700477566362839088e+00,-1.726134494262190122e+00,-1.623786640606176501e+00,-1.825894399864234074e+00,-1.878954907622740533e+00,-1.819089789898880705e+00,-1.268076105867114611e+00,1.345616907090409597e+00,3.818322519995729913e-01,2.247643375532692722e-01,-1.879103027348202559e+00,-2.228226312605432913e+00,-1.557287807769939691e+00,1.639722439523991548e+00,-1.649247072776176104e+00,-6.569851835788234062e-01,5.644678633707908011e-01,-1.233174782558237537e+00,1.430687101071955958e+00,-1.794115023415251198e+00
-1.525703938275164262e+00,4.607875571742573451e-01,1.192478797790398337e+00,-2.531656746023306370e-01,-1.989460358337795443e+00,-1.162302312481669597e+00,-1.164522278707939229e+00,-1.060715396877626837e+00,1.285081058820083388e+00,-1.055302535769821803e+00,-2.293773192230191604e+00,1.971181323024167042e+00,-1.786675095957274806e+00,-1.420671390259355515e+00,-1.792603255987220257e+00,-1.475858222169790457e+00,-1.693076398134405913e+00,-1.110814850342886961e+00,1.503423378059626447e+00,-8.893994754206471787e-02,5.408651823729153651e-01,-1.790891059974859756e+00,-2.168451559642777138e+00,-8.816567824385354024e-01,1.701200702576200374e+00,-1.578908264098261016e+00,-4.184545489006034069e-01,8.972613069040357159e-01,-1.302098938606030210e+00,1.848975893900694834e+00,-1.708083314344962522e+00
-1.502794681264683962e+00,2.703229383196976143e-01,1.525811795070756371e+00,1.687771164015411107e-01,-1.921860054133668338e+00,-1.081577102986704508e+00,-1.143132657474094760e+00,-1.020908991123783638e+00,8.772214107758322665e-01,-1.808472708718918076e+00,-1.506017636621619582e+00,1.708639488674231099e+00,-1.836524485012589691e+00,-1.776904290867626912e+00,-1.721859575248594343e+00,-1.785554456115349797e+00,-1.876907699061395540e+00,-1.069465743913581512e+00,1.492093083696930611e+00,5.527361908086538822e-01,1.722084128804296066e+00,-1.848276264556446113e+00,-1.971479516546802868e+00,-8.566334111299558352e-01,1.648202199944983182e+00,-1.569529756274539833e+00,-7.570141594116286399e-01,8.774521733603923845e-01,-9.696412447285266412e-01,1.946576612227397751e+00,-1.572629134106635629e+00
-1.782437841428683667e+00,-2.478076238157912725e-01,4.271462360347760279e-01,6.844849720729399012e-01,-1.912951486912966903e+00,-1.345628647021751112e+00,-1.463328805641333608e+00,-1.390223977840092662e+00,8.170453971299915796e-01,-4.284427049404614801e-02,-4.159837864190669698e-01,1.639263149027362143e+00,-1.814111581406325335e+00,-1.145684589789747854e+00,-1.634470322571461631e+00,-1.756059576691962443e+00,-1.601160747670905993e+00,-1.344715019547477741e+00,1.349798603360351068e+00,1.522128495505538914e-01,1.472530830262458235e+00,-1.907321371749894023e+00,-2.051463828844438897e+00,-1.152279909183076656e+00,1.570824386103414128e+00,-1.696139611894781796e+00,-8.724322084494983143e-01,9.527268808262476796e-01,-1.435892888581106197e+00,1.514344859637695384e+00,-1.545172205679947730e+00
-1.671947621551895802e+00,-2.956215382859839758e-01,5.151461473167725513e-01,1.153310295410575170e+00,-2.034789244490183169e+00,-1.543744332919722906e+00,-1.344065463004147754e+00,-1.131482340440030043e+00,1.799920286679269177e+00,-6.725439232875219941e-01,-4.801034246662768679e-01,1.262454402317872537e+00,-1.738757853764570482e+00,-4.738418386425138351e-01,-1.584533606755940793e+00,-1.923197226757824563e+00,-1.057079397346641469e+00,-1.298989752600561154e+00,1.318774622095055138e+00,-1.193461697841844693e-01,1.588989036248654285e+00,-1.871514901122541596e+00,-2.072669634062139554e+00,-1.073502629137564002e+00,1.647672214918675326e+00,-1.582034433372834670e+00,-5.338725979384524312e-01,1.028001588292102975e+00,-1.293990214365102753e+00,1.765318135334941418e+00,-4.816738446195699686e-01
